,title,date,n_reply,url
13,"윤석열, 생방송 중 1분 넘게 '멀뚱멀뚱' 방송사고",2021.11.22. 오후 4:12,619,https://n.news.naver.com/mnews/article/088/0000732209?sid=100
14,"이준석 “‘태양광 그늘막’ 이재명 공약, 中 업체 위한 것”…與 “李 대표 전기차도 친중?”",2022.02.01. 오후 10:02,594,https://n.news.naver.com/mnews/article/022/0003662937?sid=100
15,"""尹대통령, '文 탈원전이 바보짓'이면 전세계가 바보냐""",2022.06.22. 오후 5:47,582,https://n.news.naver.com/mnews/article/088/0000763551?sid=100
16,"[현장영상+] 이재명, 국회에서 당 대표 출마 선언...""이기는 민주당""",2022.07.17. 오후 2:08,578,https://n.news.naver.com/mnews/article/052/0001765090?sid=100
17,“전기차 450만대” 정부 급가속… 국내 자동차업계는 ‘발등의 불’,2021.10.26. 오전 3:03,570,https://n.news.naver.com/mnews/article/023/0003648616?sid=103
18,윤석열의 ‘탄소감축 목표 하향’은 파리협정 탈퇴해야 가능,2021.11.25. 오전 5:03,561,https://n.news.naver.com/mnews/article/028/0002569159?sid=102
19,"원희룡 “전기료 인상은 탈원전 청구서...文, 임기 끝나도 책임져야”",2021.09.23. 오전 10:25,535,https://n.news.naver.com/mnews/article/023/0003641877?sid=100
20,[단독] 태양광 시장은 中 놀이터…한국 '글로벌 먹잇감' 됐다,2021.10.05. 오전 9:42,530,https://n.news.naver.com/mnews/article/015/0004612140?sid=101
21,"文정책 뒤집고 ""신한울 3·4호기 재개""…'원전 최강국' 향한다",2022.07.06. 오전 5:00,518,https://n.news.naver.com/mnews/article/008/0004767268?sid=101
22,그린피스 창립자 “한국 탈원전은 폰지 사기극”,2021.12.06. 오전 3:11,507,https://n.news.naver.com/mnews/article/023/0003657614?sid=102
23,원전 비중 2030년까지 30% 이상으로 확대…전기요금 원가주의 확립,2022.07.05. 오전 11:01,499,https://n.news.naver.com/mnews/article/001/0013289197?sid=101
24,한전 독점 깨고 전기요금에 원가 반영…기대반 우려반(종합),2022.04.28. 오후 6:11,489,https://n.news.naver.com/mnews/article/018/0005203021?sid=100
25,"윤석열 ""모든 신생아 부모에게 1년간 매월 100만원씩 지급하겠다""",2022.01.11. 오전 10:59,479,https://n.news.naver.com/mnews/article/277/0005028737?sid=100
26,"""1년에 딱 110명만 뽑는다""...'소수정예' 초엘리트 공대의 탄생",2021.09.02. 오후 7:00,469,https://n.news.naver.com/mnews/article/008/0004640211?sid=101
27,"4연승 굳힌 이재명, 1차 슈퍼위크 51% 압승 “과반 지지 감사”…이낙연 31% (종합)",2021.09.12. 오후 6:36,458,https://n.news.naver.com/mnews/article/081/0003215620?sid=100
28,"이낙연, 尹 '후쿠시마 원전' 발언에 ""2011년에 어디 계셨나?""",2021.08.05. 오후 8:56,454,https://n.news.naver.com/mnews/article/088/0000715534?sid=100
29,"이재명, 'RE100' 또 꺼내며 ""야권 에너지전환 인식 안이""",2022.02.05. 오후 6:09,433,https://n.news.naver.com/mnews/article/469/0000656411?sid=100
30,"바보야, 문제는 ‘알이백’이 아니라 ‘원자력 컴백’이야",2022.02.19. 오전 3:01,429,https://n.news.naver.com/mnews/article/023/0003673773?sid=102
31,"EU, 원전 '친환경 분류' 확정…환경부 ""1년간 논의해 결정""",2022.02.04. 오후 9:45,424,https://n.news.naver.com/mnews/article/448/0000350750?sid=101
32,"이재명 ""300만개 이상 일자리 창출…청년고용률 5%p 향상""",2022.01.18. 오전 10:01,387,https://n.news.naver.com/mnews/article/001/0012924645?sid=100
33,"이재명 ""부패 기득권과 최후대첩…당선즉시 부동산 대개혁"" [후보 수락연설 전문]",2021.10.10. 오후 7:10,379,https://n.news.naver.com/mnews/article/025/0003141280?sid=100
34,"이재명 “대선은 나라의 흥망달린 엄중 지사, 국정농단 세력의 귀환 막아야”",2021.11.02. 오후 4:11,362,https://n.news.naver.com/mnews/article/022/0003634134?sid=100
35,"이낙연, 이재명 '백제 발언'에 ""영남 역차별 발언 잇는 중대 실언""",2021.07.25. 오전 9:10,353,https://n.news.naver.com/mnews/article/014/0004680651?sid=100
36,[팩트체크] 소형원자로 시장이 460조? 새 정부 에너지 정책에 엉터리 수치 인용,2022.07.08. 오후 2:00,344,https://n.news.naver.com/mnews/article/607/0000001155?sid=100
37,"""5년간 바보 짓"" 외치는 친원전 정책…재생에너지 위축 우려",2022.06.25. 오전 9:04,341,https://n.news.naver.com/mnews/article/079/0003657441?sid=101
38,"김재연 ""인물·정권 바꿔도 새 미래 안 와... 체제교체해야""",2021.08.24. 오후 3:34,335,https://n.news.naver.com/mnews/article/047/0002324356?sid=100
39,"10년 만에 블랙아웃(?)…송영길 ""이명박근혜때보다 낫다""",2021.07.22. 오후 4:10,332,https://n.news.naver.com/mnews/article/421/0005495587?sid=100
40,"尹 ""첫돌까지 월100만원 부모급여…임대인·임차인·정부 임대료 분담""",2022.01.11. 오전 10:24,326,https://n.news.naver.com/mnews/article/421/0005837035?sid=100
41,"이재명 ""집값 분노 국민께 죄송…반드시 파격적 주택공급""",2021.12.28. 오후 5:10,317,https://n.news.naver.com/mnews/article/001/0012809658?sid=100
42,"문대통령 ""태양광·풍력 설비, 2025년까지 두배 이상 늘릴 것""",2021.09.07. 오후 1:00,310,https://n.news.naver.com/mnews/article/088/0000720096?sid=100
43,"이낙연, 이재명 겨냥 ""호남 출신 후보 확장성 문제삼아…실언""",2021.07.24. 오후 8:07,306,https://n.news.naver.com/mnews/article/003/0010626226?sid=100
44,"文대통령 ""국제사회, 코로나 백신 공평한 접근·배분해야""",2021.09.20. 오후 10:04,303,https://n.news.naver.com/mnews/article/014/0004711772?sid=100
45,"“尹의 입당, 우리에겐 신의 한수… 野 경선 ‘이벤트 요소’ 사라져”",2021.09.08. 오전 10:31,301,https://n.news.naver.com/mnews/article/021/0002484817?sid=100
46,"헝가리에서 불거진 탈원전 논란...靑 ""흔들림 없다""",2021.11.04. 오후 4:19,299,https://n.news.naver.com/mnews/article/052/0001661125?sid=100
47,"문 대통령, 2년 만에 국민과의 소통…각본 없는 100분 대화",2021.11.21. 오전 10:07,296,https://n.news.naver.com/mnews/article/081/0003231580?sid=100
48,기술도 없이 탄소중립만 외치는 정부,2021.08.01. 오후 8:04,294,https://n.news.naver.com/mnews/article/029/0002690108?sid=105
49,"송영길 “원전, 무섭다고 도망갈 게 아냐…전략적 사고로 접근해야”",2021.11.30. 오후 2:38,293,https://n.news.naver.com/mnews/article/020/0003396810?sid=100
50,"""졸속 탈원전"" 주장 윤석열 향해 쏟아지는 비난",2021.07.07. 오후 12:59,291,https://n.news.naver.com/mnews/article/047/0002319018?sid=100
51,이재명 “위기에 강하고 유능한 경제·민생 대통령 되겠다”,2022.01.04. 오전 10:33,288,https://n.news.naver.com/mnews/article/028/0002574125?sid=100
52,"文대통령 “수상태양광 발전량, 원전 9기 해당…친환경 명소될 듯”",2021.11.24. 오후 7:32,284,https://n.news.naver.com/mnews/article/025/0003153521?sid=100
53,李·尹 '시대정신' 같았지만 디테일에서 갈렸다[유세 대해부],2022.03.05. 오전 8:02,281,https://n.news.naver.com/mnews/article/079/0003616914?sid=100
54,"[속보]文대통령 ""국내 최초 '수상 태양광' 연금 나온다""",2021.11.24. 오후 6:50,278,https://n.news.naver.com/mnews/article/008/0004674858?sid=100
55,태양광 비용회수 하는데 1381년?…文정부 지자체 태양광의 실체,2022.02.17. 오전 11:46,272,https://n.news.naver.com/mnews/article/119/0002576814?sid=101
56,“日 극우” “무지” “후안무치” ‘후쿠시마’ 발언에 與野 모두 경악…尹 측 “비열한 정치공세”,2021.08.06. 오전 7:30,266,https://n.news.naver.com/mnews/article/022/0003607584?sid=100
57,"양이원영 “RE100도, EU 택소노미도 모르는 尹에 나라 맡기겠나?”",2022.02.04. 오전 11:29,263,https://n.news.naver.com/mnews/article/022/0003663654?sid=100
58,"""서울에 전기 보내려고 지역은 '핵폐기물' 고통, 이게 옳습니까?""",2022.02.14. 오후 3:53,262,https://n.news.naver.com/mnews/article/002/0002230954?sid=102
59,"[속보] 이재명 당대표 출마 ""이기는 민주당을 만들겠다""",2022.07.17. 오후 2:05,262,https://n.news.naver.com/mnews/article/629/0000161336?sid=100
60,“윤 대통령 ‘원전 드라이브’에 ‘안전 무시’ 징후 벌써 나타나고 있다”,2022.07.13. 오전 9:03,258,https://n.news.naver.com/mnews/article/028/0002598394?sid=102
61,"전두환 고향 방문한 文 ""현직 대통령이 합천에 온건 40년만""",2021.11.25. 오전 5:10,255,https://n.news.naver.com/mnews/article/008/0004674916?sid=100
62,"'사퇴 윤희숙'이 공격한 양이원영 ""자극적 대응으로 본질 부동산 투기 가려""",2021.08.31. 오후 1:31,252,https://n.news.naver.com/mnews/article/469/0000626851?sid=100
63,"[전문] 이재명 ""여의도 정치 확 바꿀 것... 네거티브 안 한다""",2022.01.26. 오전 9:23,249,https://n.news.naver.com/mnews/article/047/0002340264?sid=100
64,연료비에 휘청인 한전 '어닝쇼크'…내년 전기요금 또 오르나,2021.11.13. 오후 12:00,245,https://n.news.naver.com/mnews/article/003/0010830140?sid=101
65,"'脫원전' 한다더니…헝가리 ""文, '원전 없이 탄소중립 불가' 공감""",2021.11.03. 오후 9:41,244,https://n.news.naver.com/mnews/article/025/0003147960?sid=100
66,"박홍근 “尹정부, 레임덕”…인사 난맥상, ‘대통령 탄핵’ 경고",2022.07.20. 오후 2:17,242,https://n.news.naver.com/mnews/article/081/0003288623?sid=100
67,"[현장영상] 박홍근 ""대통령 측근 비리는 나라 불행 초래...부인이 권력 실세란 말도""",2022.07.20. 오전 10:34,240,https://n.news.naver.com/mnews/article/052/0001766328?sid=100
68,"LG엔솔 잇는 공모주 대어 현대엔지니어링, 청약흥행 이끌까",2022.01.25. 오후 4:58,238,https://n.news.naver.com/mnews/article/243/0000021962?sid=101
69,탈원전 말 바꾸기에 5년 허송세월…원전 생태계 초토화[뒤집힌 탈원전①],2022.03.01. 오전 10:00,234,https://n.news.naver.com/mnews/article/003/0011033470?sid=101
70,정부 탄소중립목표 최종안…'2030 40% 감축·2050 순배출 제로'(종합2보),2021.10.18. 오후 5:41,233,https://n.news.naver.com/mnews/article/001/0012730234?sid=100
71,"""평생 남 뒷조사나 한 검찰 출신"" 민주당 김성주, 탈원전 비판한 尹 맹공",2022.06.23. 오후 2:26,231,https://n.news.naver.com/mnews/article/088/0000763642?sid=100
72,"文대통령 “한국, 글로벌 백신허브 한 축…국제 지원 늘리겠다”",2021.09.20. 오후 9:34,229,https://n.news.naver.com/mnews/article/366/0000761988?sid=100
73,"‘확진’ 송영길 “독감보다 약해. 오미크론, 위드 코로나 통로 될 수 있겠단 생각”",2022.02.05. 오후 3:12,225,https://n.news.naver.com/mnews/article/022/0003663918?sid=100
74,"원전에 진심인 靑 ""주력기저전원 뜻 몰라?"" 하루 세번 설명",2022.03.02. 오후 5:01,223,https://n.news.naver.com/mnews/article/088/0000747347?sid=100
75,정의선 회장이 '돈 안 되는' 수소에 올인한 이유,2021.09.07. 오후 7:07,218,https://n.news.naver.com/mnews/article/015/0004601672?sid=103
76,"탈원전發 전력대란 위기에… “공공기관 에어컨, 돌아가며 꺼라”",2021.07.20. 오전 3:02,217,https://n.news.naver.com/mnews/article/023/0003627915?sid=101
77,"보름째 정지 고리2호기, 윤석열 정부는 ""계속운전""",2022.06.17. 오후 5:12,215,https://n.news.naver.com/mnews/article/047/0002356953?sid=102
78,대선 앞두고 ‘원전’ 거론한 文 “향후 60여년간 충분히 활용해야”,2022.02.26. 오전 7:03,212,https://n.news.naver.com/mnews/article/022/0003671078?sid=100
79,"원희룡 ""이재명 꺾을 질문 20개 준비···'왜 국제마피아파 변호했나'가 1번""",2021.10.28. 오후 4:19,210,https://n.news.naver.com/mnews/article/011/0003978768?sid=100
80,"송영길 “코로나 확진 판정, 죄송하다”…확진자가 죄송할 일?",2022.02.04. 오전 11:52,209,https://n.news.naver.com/mnews/article/366/0000791397?sid=100
81,서울 아파트 베란다에 층층이 '미니 발전소'…절약 효과 놀라웠다 [장세만 기자의 에코브릿지],2021.11.01. 오후 6:02,207,https://n.news.naver.com/mnews/article/055/0000930752?sid=102
82,탈원전 때문에 올여름 블랙아웃?... 언론의 거짓말 [오마이팩트],2021.07.05. 오전 7:32,204,https://n.news.naver.com/mnews/article/047/0002318640?sid=102
83,‘백지화’ 신한울 3·4호기에 선투자…“정부가 원전 알박기” 비판,2022.06.23. 오전 7:03,203,https://n.news.naver.com/mnews/article/028/0002595834?sid=102
84,탈원전 비난 면하려 전기료 인상 차기정부에 떠넘긴 文정부,2021.12.23. 오전 7:03,201,https://n.news.naver.com/mnews/article/119/0002559977?sid=101
85,"[인터뷰] '경기지사 출마' 염태영 ""이재명의 '민생우선', 발전시킬 것""",2022.03.27. 오전 12:01,201,https://n.news.naver.com/mnews/article/629/0000139773?sid=100
86,밖에선 '원전 짓자' 안에선 '탈원전'…文정권의 야누스 외교,2021.12.25. 오전 7:06,200,https://n.news.naver.com/mnews/article/119/0002560741?sid=101
87,[전문]문재인 대통령의 2022년 공식 신년사,2022.01.03. 오전 10:41,197,https://n.news.naver.com/mnews/article/003/0010923463?sid=100
88,"이재명, 이재노믹스·메타정부 띄우며 '경제대통령' 부각",2022.01.11. 오후 12:25,196,https://n.news.naver.com/mnews/article/001/0012910501?sid=100
89,송영길 “文정부 탈원전 아니다…전력 예비율 9%로 문제 없다”,2021.07.22. 오후 6:06,192,https://n.news.naver.com/mnews/article/366/0000748834?sid=100
90,"김성주 “尹, 평생 남 뒷조사해 감옥 처넣은 檢 출신”",2022.06.23. 오후 4:37,191,https://n.news.naver.com/mnews/article/081/0003282198?sid=100
91,"문 대통령 ""수상태양광 '꽃' 폈다…에너지 독립국으로 도약""",2021.11.24. 오후 6:54,188,https://n.news.naver.com/mnews/article/003/0010852488?sid=100
92,"LG엔솔, 독일 광물 회사와 수산화리튬 공급 계약",2022.01.31. 오전 9:20,187,https://n.news.naver.com/mnews/article/018/0005137263?sid=101
93,PK 구애 나선 이재명…'부울경' 新성장 산업벨트 전략 내세워,2022.02.05. 오후 6:11,185,https://n.news.naver.com/mnews/article/079/0003604892?sid=100
94,"[전문] 이재명 ""비호감 대선, 국민께 사과…네거티브 중단""",2022.01.26. 오전 9:00,183,https://n.news.naver.com/mnews/article/421/0005867464?sid=100
95,[단독] 백운규 측 “탈원전 비용 보전”-검찰 “조작 자인 주장”,2021.07.06. 오후 5:55,181,https://n.news.naver.com/mnews/article/005/0001454093?sid=102
96,"이준석 ""中업체위한 공약""…與 ""李대표 전기차도 친중?"" 반박(종합)",2022.02.01. 오후 5:48,179,https://n.news.naver.com/mnews/article/001/0012952381?sid=100
97,[단독] 원전 6기 전력이 변전소도 못가보고 허공으로…전국에 널린 '유령 태양광',2021.09.02. 오후 5:53,178,https://n.news.naver.com/mnews/article/009/0004846954?sid=101
98,"잃어버린 4년, 원자력 강국에서 속국으로",2021.07.05. 오전 10:02,177,https://n.news.naver.com/mnews/article/262/0000014593?sid=101
99,"윤석열 ""코로나 고통분담 위해 임대료 나눔제 도입""",2022.01.11. 오전 11:07,174,https://n.news.naver.com/mnews/article/047/0002338624?sid=100
100,[전문] 문 대통령 신년사…“적대와 증오 아닌 통합의 선거가 되길”,2022.01.03. 오전 10:43,172,https://n.news.naver.com/mnews/article/028/0002573992?sid=100
101,"이재명 “이기는 민주당, 이재명은 합니다”...당 대표 출마 선언",2022.07.17. 오후 2:01,172,https://n.news.naver.com/mnews/article/366/0000828038?sid=100
102,"국민의힘 내홍 속 공약 또 발표한 이재명, 오늘은 과학기술",2021.12.22. 오후 12:06,168,https://n.news.naver.com/mnews/article/047/0002336667?sid=100
103,'원전 필요' 논란이 정책 이해 부족 때문이라는 靑 [임도원의 BH 인사이드],2021.11.05. 오전 11:22,166,https://n.news.naver.com/mnews/article/015/0004624952?sid=100
104,"전기 꿔올수도 없는 '에너지섬' 한국…""원전 없인 탄소중립 못해""",2022.03.04. 오전 8:00,164,https://n.news.naver.com/mnews/article/008/0004715848?sid=101
105,석탄발전 vs 탄소중립 '둘 다 하겠다'는 한국 정부,2021.08.15. 오전 5:16,161,https://n.news.naver.com/mnews/article/079/0003541763?sid=101
106,이수진 “월성 1호기 정치감사·수사한 최재형·윤석열 출마 자격 없어”,2021.08.20. 오전 12:41,160,https://n.news.naver.com/mnews/article/022/0003611591?sid=100
107,현대차·기아 2040년부터 경유·휘발유車 퇴출..전기차만 판매,2021.11.11. 오후 5:00,158,https://n.news.naver.com/mnews/article/008/0004669364?sid=101
108,"최재형의 출사표 ""감사원장 사퇴, 권력에 취한 정권 때문""",2021.08.04. 오후 1:47,157,https://n.news.naver.com/mnews/article/047/0002322184?sid=100
109,"송영길 ""원전, 무섭다고 도망갈 게 아냐…도그마 빠지지 말아야""",2021.11.30. 오후 12:19,155,https://n.news.naver.com/mnews/article/003/0010861841?sid=100
110,전기요금으로 탈원전 손실 메워…尹 “文정부 재앙 뒷감당 왜 국민이 하나”,2021.11.26. 오전 10:33,154,https://n.news.naver.com/mnews/article/366/0000776400?sid=100
111,태양광 2배 넘게 늘린다는데…보급 기대·우려 '엇갈려',2021.09.11. 오후 2:00,153,https://n.news.naver.com/mnews/article/003/0010714774?sid=101
112,문 대통령 “국민의 삶 지키는 게 남은 임기의 책무…막중한 책임감 느낀다”,2021.08.03. 오후 1:35,152,https://n.news.naver.com/mnews/article/022/0003606486?sid=100
113,전기료 또 오른다…'탈원전 고지서' 왜 논란일까[인더독],2021.10.04. 오전 6:51,150,https://n.news.naver.com/mnews/article/079/0003558890?sid=101
114,"EU, 그린 택소노미에 ‘원자력·천연가스 포함’ 확정",2022.07.06. 오후 8:23,149,https://n.news.naver.com/mnews/article/028/0002597635?sid=102
115,李 “유능한 리더” 尹 “상식을 바로” 安 “미래 먹거리” 沈 “녹색 복지”,2022.02.11. 오후 8:28,148,https://n.news.naver.com/mnews/article/366/0000793172?sid=100
116,"국힘 ""이재명, 떳떳하면 법인카드 내역 정보공개 청구하라""",2022.02.06. 오후 4:42,146,https://n.news.naver.com/mnews/article/001/0012962061?sid=100
117,"코로나 확진 송영길, 토론 한줄평 ""준비된 李 vs 급조된 尹""",2022.02.04. 오후 12:41,145,https://n.news.naver.com/mnews/article/014/0004782718?sid=100
118,"송영길 ""후보들, 다시 못볼 사람처럼 공격…금도 지켜야"" 일침",2021.07.23. 오전 10:29,144,https://n.news.naver.com/mnews/article/421/0005496759?sid=100
119,"尹, 탈원전 뒷감당 논란에 ""무능 무지로 손실 보전액 1조원""",2021.11.26. 오후 12:33,143,https://n.news.naver.com/mnews/article/014/0004746054?sid=100
120,‘그때는 맞고 지금은 틀리다’…탈원전 선봉장 한수원의 변심,2022.02.16. 오전 6:02,141,https://n.news.naver.com/mnews/article/050/0000059921?sid=101
121,바이든 “우크라이나 파병 없다”…반등하는 비트코인,2022.02.25. 오전 8:19,138,https://n.news.naver.com/mnews/article/018/0005154714?sid=105
122,"박홍근 ""대통령실, 檢출신 '육상시' 장악""…탄핵까지 꺼냈다 [전문]",2022.07.20. 오전 10:16,138,https://n.news.naver.com/mnews/article/025/0003210943?sid=100
123,"이미 끝난 일, 우린 원전으로 돌아갈 생각이 없다 [이유진의 어떤 독일]",2021.12.13. 오전 6:08,137,https://n.news.naver.com/mnews/article/047/0002335682?sid=104
124,“탈원전 정책으로 전력생산비 손실 30년간 1000조↑” 국회 첫 계산서,2021.09.24. 오전 10:48,136,https://n.news.naver.com/mnews/article/366/0000762410?sid=100
125,윤석열·안철수 “탈원전 폐기” vs 이재명·심상정 “신재생에너지 전환”,2021.11.18. 오후 3:43,135,https://n.news.naver.com/mnews/article/366/0000774828?sid=100
126,"윤석열 ""탈원전, 文정부 무지가 부른 재앙···뒷감당은 국민이 해야하나""",2021.11.26. 오후 1:34,134,https://n.news.naver.com/mnews/article/011/0003989999?sid=100
127,"문대통령, 우크라 사태 속 NSC…靑 ""공급망 불안 중점대응""(종합)",2022.03.03. 오후 12:44,133,https://n.news.naver.com/mnews/article/001/0013025480?sid=100
128,"한전·발전6社, 4조원 적자 `눈덩이`…전기요금 인상 초읽기",2021.09.12. 오후 4:49,131,https://n.news.naver.com/mnews/article/018/0005035752?sid=101
129,"러, ‘유럽 최대’ 우크라 자포리자 원전 장악…“폭발시 체르노빌 10배”",2022.03.04. 오후 7:27,131,https://n.news.naver.com/mnews/article/028/0002581617?sid=104
130,"이창양 ""文정부서 원전 비중 3%p 축소…전기요금 인상 요인""",2022.07.26. 오후 5:08,130,https://n.news.naver.com/mnews/article/448/0000367366?sid=101
131,"송영길 ""문재인 정부 '탈원전 정책' 정확한 표현 아니다""",2021.07.23. 오전 11:29,128,https://n.news.naver.com/mnews/article/629/0000096726?sid=100
132,"반갑다, RE100 논란... 자본주의자가 꼭 알아야 할 지금 벌어지는 일들 [탄소 후 미래]",2022.02.07. 오후 3:22,128,https://n.news.naver.com/mnews/article/047/0002341443?sid=102
133,"윤석열, 日원전 오염수 발언 비판받자 '강경화 끌고 들어가기'",2021.07.08. 오후 1:21,127,https://n.news.naver.com/mnews/article/469/0000615987?sid=100
134,"이재명, 文 2050 탄소중립 한술 더떠 ""10년 앞당겨야""",2021.08.26. 오전 10:44,127,https://n.news.naver.com/mnews/article/009/0004843470?sid=100
135,윤석열 방송사고 해프닝…생방송 연설에서 1분 넘게 침묵,2021.11.22. 오후 3:26,127,https://n.news.naver.com/mnews/article/022/0003640400?sid=100
136,"18기로 줄이려던 원전, 최소 28기로 늘린다",2022.07.06. 오전 4:06,127,https://n.news.naver.com/mnews/article/023/0003701944?sid=101
137,서울 면적 3배… 풍력단지로 서해 뒤덮나,2021.11.02. 오전 9:55,126,https://n.news.naver.com/mnews/article/053/0000029908?sid=102
138,'좀비 세금' vs '착한 세금'‥20년 논쟁 언제까지?,2022.05.01. 오전 9:28,125,https://n.news.naver.com/mnews/article/214/0001193787?sid=101
139,"이재명 ""文정부 잘한 게 더 많아…부동산 문제는 아쉬워""",2021.12.02. 오후 12:47,124,https://n.news.naver.com/mnews/article/003/0010867100?sid=100
140,잡스처럼 ‘신경제 비전’ 선포한 李… “기술·인재 대전환의 골든타임”,2022.01.11. 오후 6:47,123,https://n.news.naver.com/mnews/article/081/0003244103?sid=100
141,"문 대통령 방문 중인데… 예멘 반군, UAE 공항·석유시설 공격",2022.01.17. 오후 9:12,122,https://n.news.naver.com/mnews/article/081/0003245464?sid=104
142,"폭염 속 전력난 와중에…文 ""신재생에너지 보급 확대하라""",2021.08.03. 오전 11:36,119,https://n.news.naver.com/mnews/article/015/0004586928?sid=100
143,"검찰, 삭제된 '월성원전 자료' 530건 공개…청와대 보고 문건도",2022.01.18. 오후 4:59,118,https://n.news.naver.com/mnews/article/001/0012926245?sid=102
144,"전력 독점판매 개방, 민영화냐 아니냐… 후폭풍 '시끌'",2022.05.22. 오전 6:15,118,https://n.news.naver.com/mnews/article/417/0000815337?sid=101
145,"文 “10월말 70% 접종 조기 달성…코로나로부터 가장 안전한 나라""",2021.09.14. 오전 11:22,117,https://n.news.naver.com/mnews/article/016/0001887440?sid=100
146,인권위원장에 '文 연수원 동기' 송두환…장·차관급 인사 단행(종합),2021.08.05. 오전 11:16,115,https://n.news.naver.com/mnews/article/421/0005524152?sid=100
147,"이재명 ""예비내각 생각중, 통합정부도…선거中 연합이 낫다""(종합)",2021.12.30. 오후 2:33,115,https://n.news.naver.com/mnews/article/001/0012861565?sid=100
148,“초대형 복합위기 온다… 尹대통령 ‘경제 워룸’ 가동해야” [세상을 보는 창],2022.07.06. 오전 6:03,115,https://n.news.naver.com/mnews/article/022/0003712260?sid=101
149,자금줄 막히는 국내 원전기술 고사 위기,2022.01.02. 오후 6:23,113,https://n.news.naver.com/mnews/article/009/0004903057?sid=101
150,"문 대통령, 우크라 위기에 ""원전은 향후 60년간 주력 기저전원""",2022.02.25. 오후 7:41,113,https://n.news.naver.com/mnews/article/469/0000660445?sid=100
151,“탈원전 지속땐 2050년까지 1500조 비용 소요”,2021.10.27. 오후 6:02,112,https://n.news.naver.com/mnews/article/020/0003389945?sid=101
152,"문대통령, 北에 산림협력 재차 제안…""동북아 평화에도 기여""",2021.11.11. 오후 12:36,111,https://n.news.naver.com/mnews/article/119/0002547125?sid=100
153,"윤 때린 심 ""꼰대 노동관, 그러다 선진국 이탈""",2022.02.11. 오후 11:39,111,https://n.news.naver.com/mnews/article/047/0002342061?sid=100
154,전기요금 연료비 연동제…미래의 ‘전기요금 폭탄’ 막는다,2021.09.20. 오전 11:02,109,https://n.news.naver.com/mnews/article/028/0002561048?sid=102
155,"""자칭 킹메이커에 휘둘린다"" 청년 지적에 尹 ""2030이 킹메이커""",2021.11.29. 오후 7:07,108,https://n.news.naver.com/mnews/article/079/0003580478?sid=100
156,이재명 '경제'·윤석열 '안보'…4인 4색 모두발언 [TV토론],2022.02.11. 오후 8:30,108,https://n.news.naver.com/mnews/article/015/0004662798?sid=100
157,‘호남 결전’ 앞둔 이재명 “광주·전남은 정신적 스승이자 사회적 어머니”,2021.09.13. 오후 4:32,107,https://n.news.naver.com/mnews/article/016/0001887094?sid=100
158,"이재명 “野, 수소 경제 매우 경시…원전, 해체시장 매우 커”",2022.02.05. 오후 12:45,107,https://n.news.naver.com/mnews/article/366/0000791582?sid=100
159,"""자영업 빚 1000조, 나랏돈 풀어야…전국민 지원 후 부유층 환수""",2021.11.10. 오전 7:03,106,https://n.news.naver.com/mnews/article/018/0005082333?sid=101
